octave,tone,time
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,1
3,r,0.5
3,r,0.5
3,e,0.5
